Time,CensusTract,NumberOfReports
03/2018,126.0,1
03/2018,1529.02,1
03/2018,656.0,1
03/2018,1181.0,1
03/2018,820.0,1
03/2018,45.0,1
03/2018,31.0,1
03/2018,1621.0,1
03/2018,859.0,1
03/2018,882.0,1
03/2018,61.0,1
03/2018,1146.0,1
03/2018,210.01,1
03/2018,226.02,2
03/2018,462.07,3
03/2018,36.01,1
03/2018,1409.02,2
03/2018,144.02,2
03/2018,376.0,1
03/2018,639.0,1
03/2018,190.0,1
03/2018,1134.0,1
03/2018,210.02,1
03/2018,737.0,1
03/2018,179.02,1
03/2018,296.0,2
03/2018,42.0,1
03/2018,642.0,1
03/2018,155.02,1
03/2018,1208.01,1
03/2018,757.01,1
03/2018,629.0,1
03/2018,1028.01,1
03/2018,325.0,1
03/2018,420.0,1
03/2018,552.0,1
03/2018,149.02,1
03/2018,170.16,2
02/2018,232.0,5
02/2018,118.0,2
02/2018,302.02,6
02/2018,189.0,11
02/2018,295.0,2
02/2018,1441.0,2
02/2018,152.0,3
02/2018,183.01,1
02/2018,216.0,3
02/2018,121.01,2
02/2018,202.0,2
02/2018,235.02,8
02/2018,90.0,5
02/2018,177.01,2
02/2018,462.07,3
02/2018,387.0,1
02/2018,207.0,2
02/2018,174.01,5
02/2018,854.0,1
02/2018,89.0,4
02/2018,750.0,1
02/2018,125.0,3
02/2018,61.0,1
02/2018,876.0,1
02/2018,212.0,5
02/2018,24.0,7
02/2018,273.0,6
02/2018,437.01,2
02/2018,247.0,6
02/2018,30.0,3
02/2018,6.0,1
02/2018,143.0,7
02/2018,405.0,3
02/2018,319.0,5
02/2018,139.0,13
02/2018,46.0,3
02/2018,173.0,3
02/2018,253.0,5
02/2018,924.0,2
02/2018,31.0,1
02/2018,333.0,1
02/2018,846.0,1
02/2018,193.0,13
02/2018,132.03,3
02/2018,39.0,3
02/2018,301.0,4
02/2018,300.0,2
02/2018,257.0,6
02/2018,266.0,2
02/2018,1189.0,1
02/2018,180.0,2
02/2018,255.0,4
02/2018,229.02,1
02/2018,552.0,1
02/2018,498.0,2
02/2018,251.0,13
02/2018,194.0,2
02/2018,966.0,3
02/2018,1104.0,3
02/2018,417.0,5
02/2018,200.0,4
02/2018,1198.0,2
02/2018,201.0,1
02/2018,822.0,4
02/2018,181.01,2
02/2018,32.0,2
02/2018,175.0,6
02/2018,198.0,2
02/2018,394.0,3
02/2018,796.01,2
02/2018,435.0,4
02/2018,53.0,2
02/2018,207.02,1
02/2018,181.02,4
02/2018,29.0,5
02/2018,929.0,1
02/2018,342.0,5
02/2018,505.0,1
02/2018,195.0,4
02/2018,187.0,2
02/2018,145.0,9
02/2018,138.0,8
02/2018,1142.01,2
02/2018,265.0,8
02/2018,179.02,3
02/2018,110.0,2
02/2018,44.0,3
02/2018,997.04,1
02/2018,93.0,3
03/2018,527.0,1
03/2018,237.03,1
03/2018,357.01,1
03/2018,713.06,1
03/2018,349.01,1
03/2018,593.0,1
03/2018,495.0,1
03/2018,317.0,1
03/2018,1151.0,1
03/2018,582.0,1
03/2018,93.02,1
03/2018,274.01,1
03/2018,981.0,1
03/2018,1301.0,1
03/2018,830.0,1
03/2018,403.0,1
03/2018,779.04,1
03/2018,288.02,1
03/2018,693.0,1
03/2018,661.0,1
03/2018,1113.0,1
03/2018,894.0,1
03/2018,292.0,1
03/2018,516.0,1
03/2018,252.0,1
03/2018,594.02,1
03/2018,245.01,1
03/2018,574.0,1
03/2018,126.01,1
02/2018,10.01,4
02/2018,303.0,2
02/2018,283.0,8
02/2018,491.0,3
02/2018,221.01,2
02/2018,15.02,1
02/2018,456.0,2
02/2018,119.0,1
02/2018,1028.01,2
02/2018,868.0,1
02/2018,54.0,3
02/2018,190.0,6
02/2018,30.01,5
02/2018,163.0,2
02/2018,230.0,3
02/2018,1451.02,1
02/2018,489.0,2
02/2018,370.0,2
02/2018,287.0,6
02/2018,129.02,2
02/2018,223.01,1
02/2018,832.0,1
02/2018,1579.02,5
02/2018,161.0,6
02/2018,141.0,4
02/2018,1162.0,2
02/2018,50.01,1
02/2018,428.0,2
02/2018,17.0,3
02/2018,485.0,2
02/2018,164.0,1
02/2018,71.0,5
02/2018,908.0,3
02/2018,27.01,3
02/2018,1144.0,2
02/2018,178.0,1
02/2018,146.06,1
02/2018,154.02,5
02/2018,516.01,1
02/2018,206.0,3
02/2018,75.0,5
02/2018,343.0,5
02/2018,371.0,7
02/2018,277.05,1
02/2018,892.01,2
02/2018,21.0,4
02/2018,1257.0,1
02/2018,220.0,5
02/2018,863.0,1
02/2018,196.0,4
02/2018,779.06,1
02/2018,838.0,1
02/2018,408.0,2
02/2018,1291.02,1
02/2018,74.0,3
02/2018,545.0,1
02/2018,123.01,1
02/2018,910.0,8
02/2018,779.07,2
02/2018,65.0,5
02/2018,1017.0,2
02/2018,203.0,1
02/2018,220.02,1
02/2018,327.0,3
02/2018,393.0,5
02/2018,233.0,5
02/2018,426.0,2
02/2018,171.0,1
02/2018,1579.03,4
02/2018,281.0,4
02/2018,53.02,8
02/2018,140.0,3
02/2018,176.0,3
03/2018,588.0,1
03/2018,383.02,1
03/2018,312.0,1
03/2018,1008.01,1
03/2018,1029.0,1
02/2018,181.0,6
02/2018,26.01,1
02/2018,162.0,5
02/2018,12.0,3
02/2018,898.0,1
02/2018,141.01,1
02/2018,594.02,1
02/2018,592.0,1
02/2018,379.0,6
02/2018,388.0,1
02/2018,49.0,4
02/2018,1341.0,2
02/2018,462.05,5
02/2018,62.0,2
02/2018,531.0,1
02/2018,364.0,3
02/2018,330.0,3
02/2018,26.02,4
02/2018,87.0,5
02/2018,954.0,1
02/2018,225.0,4
02/2018,363.0,4
02/2018,264.0,2
02/2018,429.0,3
02/2018,215.02,1
02/2018,628.0,1
02/2018,383.03,2
02/2018,95.0,1
02/2018,357.0,1
02/2018,167.0,3
02/2018,572.0,2
02/2018,347.0,3
02/2018,146.08,2
02/2018,106.0,1
02/2018,221.02,1
02/2018,170.0,2
02/2018,29.01,2
02/2018,277.0,5
02/2018,209.01,3
02/2018,375.0,4
02/2018,508.03,2
02/2018,512.0,7
02/2018,92.0,4
02/2018,208.06,2
02/2018,28.0,3
02/2018,223.0,1
02/2018,670.0,1
02/2018,43.0,12
02/2018,462.06,2
02/2018,1551.04,1
02/2018,1385.01,1
02/2018,246.0,1
02/2018,358.0,3
02/2018,973.0,1
02/2018,462.03,3
02/2018,1237.0,3
02/2018,309.02,2
02/2018,884.0,3
02/2018,231.0,3
02/2018,242.0,2
02/2018,150.01,1
02/2018,359.0,2
02/2018,239.0,2
02/2018,29.02,2
02/2018,136.02,1
02/2018,104.01,1
02/2018,389.0,3
02/2018,267.01,1
02/2018,517.0,2
02/2018,458.0,3
02/2018,92.01,1
02/2018,68.0,5
02/2018,214.0,2
02/2018,234.0,4
02/2018,1551.03,2
02/2018,303.01,1
02/2018,551.0,1
02/2018,16.0,2
02/2018,66.0,2
02/2018,1156.0,3
02/2018,131.0,5
02/2018,149.0,3
02/2018,40.03,2
02/2018,711.0,1
02/2018,596.0,1
02/2018,311.0,7
02/2018,1507.01,2
02/2018,760.0,1
02/2018,1367.0,2
02/2018,93.01,1
02/2018,237.0,2
02/2018,273.02,3
02/2018,18.0,3
02/2018,22.02,2
02/2018,334.01,1
02/2018,557.0,2
02/2018,348.0,2
02/2018,431.02,1
02/2018,345.0,4
02/2018,403.02,1
02/2018,790.0,2
02/2018,900.0,4
02/2018,757.02,1
02/2018,37.0,2
02/2018,361.0,2
02/2018,261.0,5
02/2018,383.0,2
02/2018,792.01,1
02/2018,870.0,1
02/2018,309.0,2
02/2018,762.0,2
02/2018,83.0,1
02/2018,144.02,4
02/2018,424.0,1
02/2018,56.0,4
02/2018,127.0,2
02/2018,472.0,1
02/2018,224.03,2
02/2018,460.0,2
02/2018,210.01,2
02/2018,205.01,2
02/2018,752.0,2
02/2018,429.02,1
02/2018,160.0,1
02/2018,323.0,2
02/2018,494.0,2
02/2018,1098.0,1
02/2018,477.0,1
02/2018,399.02,1
02/2018,380.0,1
02/2018,269.0,3
02/2018,1277.0,2
02/2018,147.01,2
02/2018,1502.0,1
02/2018,47.0,1
02/2018,942.03,1
02/2018,982.0,2
02/2018,174.02,2
02/2018,69.0,4
02/2018,241.0,9
02/2018,291.04,1
02/2018,137.0,4
02/2018,451.01,1
02/2018,171.02,3
02/2018,235.01,2
02/2018,187.04,1
02/2018,1116.0,2
02/2018,818.0,2
02/2018,218.0,1
02/2018,236.0,7
02/2018,240.0,1
02/2018,337.0,2
02/2018,25.0,7
02/2018,41.0,1
02/2018,209.0,1
02/2018,1181.0,2
02/2018,499.0,2
02/2018,146.04,2
02/2018,1621.0,1
02/2018,334.04,1
02/2018,998.0,2
02/2018,857.0,1
02/2018,226.01,2
02/2018,215.0,3
02/2018,9.0,1
02/2018,276.0,1
02/2018,892.0,2
02/2018,186.0,3
02/2018,548.0,1
02/2018,45.0,3
02/2018,418.0,2
02/2018,332.02,1
02/2018,108.01,1
02/2018,226.0,3
02/2018,85.0,10
02/2018,519.0,1
02/2018,398.0,1
02/2018,352.0,1
02/2018,156.02,3
02/2018,369.0,2
02/2018,115.0,2
02/2018,894.0,1
02/2018,942.02,3
02/2018,1579.01,3
02/2018,40.01,1
02/2018,589.01,1
02/2018,373.0,1
02/2018,334.03,1
02/2018,179.0,3
02/2018,219.0,3
02/2018,155.02,1
02/2018,369.02,2
02/2018,419.0,2
02/2018,293.0,2
02/2018,286.0,2
02/2018,183.0,4
02/2018,168.0,3
02/2018,414.0,3
02/2018,1210.0,1
02/2018,312.0,1
02/2018,253.02,2
02/2018,583.0,1
02/2018,356.01,1
02/2018,440.0,1
02/2018,902.0,2
02/2018,156.03,1
02/2018,706.0,3
02/2018,210.0,1
02/2018,320.0,2
02/2018,324.0,2
02/2018,376.0,2
02/2018,170.05,1
02/2018,36.01,1
02/2018,222.0,4
02/2018,739.0,1
02/2018,216.01,1
02/2018,449.01,3
02/2018,1072.01,1
02/2018,151.01,2
02/2018,549.0,2
02/2018,415.0,1
02/2018,132.0,2
02/2018,166.0,3
02/2018,228.0,2
02/2018,990.0,1
02/2018,313.0,2
02/2018,128.0,3
02/2018,99.02,2
02/2018,399.01,1
02/2018,889.03,1
02/2018,192.0,3
02/2018,229.0,2
02/2018,998.02,3
02/2018,912.0,2
02/2018,1196.0,1
02/2018,91.0,1
02/2018,504.01,1
02/2018,405.01,2
02/2018,76.0,3
02/2018,4043.0,1
02/2018,425.0,3
02/2018,99.01,6
02/2018,248.0,2
02/2018,309.01,1
02/2018,111.0,1
02/2018,1032.01,3
02/2018,407.01,2
02/2018,508.04,1
02/2018,506.0,1
02/2018,121.0,1
02/2018,385.0,3
02/2018,403.04,2
02/2018,146.07,1
02/2018,518.0,1
02/2018,291.0,2
02/2018,1220.0,2
02/2018,70.01,1
02/2018,260.0,1
02/2018,128.06,1
02/2018,1617.0,4
02/2018,151.02,2
02/2018,1247.0,1
02/2018,22.0,1
02/2018,245.02,1
02/2018,1078.0,1
02/2018,788.01,2
02/2018,462.09,2
02/2018,170.07,1
02/2018,1126.0,2
02/2018,1172.02,2
02/2018,277.04,1
02/2018,254.02,1
02/2018,294.0,3
02/2018,849.02,1
02/2018,880.0,1
02/2018,770.0,1
02/2018,274.02,1
02/2018,1004.0,2
02/2018,1529.01,1
02/2018,22.01,3
02/2018,406.0,1
02/2018,920.0,1
02/2018,608.0,1
02/2018,972.06,1
02/2018,288.0,1
02/2018,1459.0,1
02/2018,14.0,1
02/2018,622.0,1
02/2018,392.0,1
02/2018,939.0,1
02/2018,1026.0,1
02/2018,217.0,1
02/2018,553.0,1
02/2018,462.01,1
02/2018,146.05,1
02/2018,1479.0,1
02/2018,59.02,2
02/2018,1467.0,2
02/2018,19.02,2
02/2018,945.0,2
02/2018,749.0,1
02/2018,890.0,5
02/2018,208.04,2
02/2018,36.0,2
02/2018,646.0,1
02/2018,381.0,2
02/2018,213.0,1
02/2018,988.0,1
02/2018,55.02,1
02/2018,237.04,2
02/2018,599.0,1
02/2018,267.0,2
02/2018,405.02,1
02/2018,341.0,2
02/2018,484.0,2
02/2018,446.01,1
02/2018,431.0,1
02/2018,317.03,1
02/2018,508.0,1
02/2018,79.0,4
02/2018,30.02,2
02/2018,159.0,3
02/2018,1085.0,1
02/2018,315.0,1
02/2018,144.0,4
02/2018,78.0,3
02/2018,18.01,1
02/2018,400.0,1
02/2018,126.01,1
02/2018,809.0,2
02/2018,336.0,1
02/2018,375.04,1
02/2018,1385.02,1
02/2018,267.02,1
02/2018,584.0,1
02/2018,170.13,2
02/2018,366.0,3
02/2018,1134.0,1
02/2018,1529.02,1
02/2018,470.0,2
02/2018,204.0,2
02/2018,317.04,1
02/2018,1417.0,3
02/2018,403.0,1
02/2018,799.0,1
02/2018,802.0,1
02/2018,304.0,1
02/2018,243.0,2
02/2018,221.0,1
02/2018,616.01,1
02/2018,291.02,1
02/2018,229.01,1
02/2018,719.0,1
02/2018,1059.0,1
02/2018,249.0,2
02/2018,526.0,1
02/2018,4.0,1
02/2018,144.01,1
02/2018,947.0,1
02/2018,396.0,2
02/2018,386.0,3
02/2018,321.0,2
02/2018,94.01,1
02/2018,147.0,1
02/2018,779.04,2
02/2018,151.0,1
02/2018,779.03,1
02/2018,786.01,1
02/2018,495.0,1
02/2018,757.01,1
02/2018,291.05,1
02/2018,1097.0,1
02/2018,310.0,1
02/2018,299.0,1
02/2018,325.0,1
02/2018,444.0,1
02/2018,191.0,2
02/2018,1158.0,1
02/2018,317.02,1
02/2018,503.0,1
02/2018,390.0,1
02/2018,806.0,1
02/2018,19.01,2
02/2018,1175.0,1
02/2018,65.02,2
02/2018,33.0,3
02/2018,127.01,1
02/2018,779.08,1
02/2018,563.01,1
02/2018,722.0,1
02/2018,410.0,1
02/2018,10.0,1
02/2018,555.0,1
02/2018,1152.0,1
02/2018,997.01,1
02/2018,284.0,1
02/2018,561.0,2
02/2018,769.02,1
02/2018,177.0,2
02/2018,1129.0,1
02/2018,201.02,1
02/2018,112.01,1
02/2018,328.0,1
02/2018,233.01,1
02/2018,756.0,1
02/2018,758.0,1
02/2018,124.0,1
02/2018,97.01,1
02/2018,233.02,1
02/2018,103.0,1
02/2018,482.0,1
02/2018,395.0,3
02/2018,8121.0,1
02/2018,182.0,1
02/2018,610.03,1
02/2018,271.0,3
02/2018,593.0,2
02/2018,189.02,1
02/2018,170.09,1
02/2018,745.0,1
02/2018,100.0,3
02/2018,1110.0,1
02/2018,1106.0,2
02/2018,427.0,1
02/2018,632.0,1
02/2018,550.0,1
02/2018,374.0,3
02/2018,113.0,1
02/2018,123.0,2
02/2018,280.0,1
02/2018,115.02,2
02/2018,254.01,1
02/2018,774.0,1
02/2018,1058.04,1
02/2018,23.0,1
02/2018,515.0,2
02/2018,987.0,1
02/2018,488.0,1
02/2018,792.02,1
02/2018,146.02,1
02/2018,1142.02,1
02/2018,58.0,2
02/2018,197.0,1
02/2018,334.0,1
01/2018,449.01,1
01/2018,163.0,23
01/2018,273.02,2
01/2018,375.0,1
01/2018,908.0,7
01/2018,309.01,1
01/2018,1220.0,6
01/2018,63.0,7
01/2018,65.0,2
01/2018,572.0,3
01/2018,513.0,4
01/2018,86.0,2
01/2018,1156.0,2
01/2018,144.01,2
01/2018,1184.0,2
01/2018,229.02,6
01/2018,224.0,11
01/2018,982.0,4
01/2018,85.0,3
01/2018,141.01,1
01/2018,437.02,2
01/2018,516.02,4
01/2018,1409.02,1
01/2018,1126.0,4
01/2018,120.0,2
01/2018,235.01,6
01/2018,188.0,1
01/2018,514.0,2
01/2018,127.0,2
01/2018,880.0,5
01/2018,131.0,6
01/2018,139.0,5
01/2018,1571.01,5
01/2018,1333.0,2
01/2018,1227.04,4
01/2018,870.0,2
01/2018,18.0,3
01/2018,433.0,2
01/2018,75.0,8
01/2018,462.03,4
01/2018,211.0,8
01/2018,251.0,16
01/2018,185.02,5
01/2018,126.02,2
01/2018,206.01,2
01/2018,162.0,9
01/2018,144.0,3
01/2018,1385.02,4
01/2018,200.0,6
01/2018,158.02,3
01/2018,1176.02,1
01/2018,97.0,3
01/2018,213.03,6
01/2018,408.0,2
01/2018,20.01,3
01/2018,60.0,1
01/2018,232.0,15
01/2018,254.01,1
01/2018,802.0,4
01/2018,83.0,6
01/2018,89.0,4
01/2018,231.0,9
01/2018,151.0,4
01/2018,228.0,6
01/2018,82.0,2
01/2018,154.02,6
01/2018,189.0,15
01/2018,195.0,9
01/2018,98.0,8
01/2018,319.0,5
01/2018,429.02,4
01/2018,409.0,1
01/2018,26.02,2
01/2018,100.0,2
01/2018,177.01,3
01/2018,997.01,2
01/2018,990.0,3
01/2018,1142.01,1
01/2018,208.0,2
01/2018,743.0,1
01/2018,385.0,5
01/2018,43.0,11
01/2018,253.02,1
01/2018,470.0,3
01/2018,236.0,4
01/2018,9.0,15
01/2018,889.02,2
01/2018,50.0,4
01/2018,527.0,1
01/2018,137.0,8
01/2018,185.01,2
01/2018,193.0,10
01/2018,95.0,2
02/2018,830.0,1
02/2018,258.0,1
02/2018,80.0,1
02/2018,944.01,1
02/2018,981.0,1
02/2018,96.0,1
02/2018,1132.0,1
01/2018,393.0,2
01/2018,1160.0,1
01/2018,132.01,1
01/2018,170.16,1
01/2018,423.0,2
01/2018,146.02,7
01/2018,177.0,2
01/2018,201.0,4
01/2018,39.0,5
01/2018,1158.0,2
01/2018,79.0,9
01/2018,958.0,1
01/2018,242.0,7
01/2018,152.0,10
01/2018,1186.0,1
01/2018,417.0,5
01/2018,241.0,8
01/2018,62.02,1
01/2018,341.0,1
01/2018,25.0,12
01/2018,1617.0,9
01/2018,229.0,3
01/2018,164.0,2
01/2018,26.01,3
01/2018,752.0,1
01/2018,882.0,4
01/2018,338.0,6
01/2018,460.0,4
01/2018,553.0,1
01/2018,38.0,7
01/2018,853.0,2
01/2018,1194.0,2
01/2018,741.0,1
01/2018,1579.02,6
01/2018,360.01,1
01/2018,223.01,9
01/2018,499.0,4
01/2018,145.0,10
01/2018,121.0,1
01/2018,133.0,11
01/2018,446.01,2
01/2018,209.01,3
01/2018,557.0,2
01/2018,1277.0,6
01/2018,2.02,5
01/2018,209.0,2
01/2018,289.0,4
01/2018,134.0,9
01/2018,169.0,11
01/2018,291.0,4
01/2018,589.0,1
01/2018,330.0,9
01/2018,337.0,5
01/2018,64.0,6
01/2018,7.0,13
01/2018,382.0,7
01/2018,11.0,5
01/2018,213.02,2
01/2018,420.0,2
01/2018,216.02,4
01/2018,93.01,4
01/2018,110.0,5
01/2018,51.0,10
01/2018,181.02,1
01/2018,1104.0,5
01/2018,570.0,2
01/2018,19.01,1
01/2018,57.0,2
01/2018,596.0,3
01/2018,622.0,1
01/2018,125.0,11
01/2018,939.0,2
01/2018,339.0,5
01/2018,355.0,2
01/2018,58.0,3
01/2018,71.0,13
01/2018,386.0,3
01/2018,167.0,2
01/2018,265.0,4
01/2018,177.02,3
01/2018,28.0,9
01/2018,892.0,2
01/2018,221.0,1
01/2018,551.0,5
01/2018,29.01,7
01/2018,233.0,3
01/2018,170.0,9
01/2018,68.0,3
01/2018,157.0,7
01/2018,928.0,1
01/2018,187.03,2
01/2018,196.0,5
02/2018,916.03,1
02/2018,42.0,1
02/2018,413.0,1
02/2018,510.01,1
02/2018,282.0,2
02/2018,132.01,1
02/2018,853.0,1
02/2018,2.02,1
02/2018,1123.0,1
02/2018,568.0,1
02/2018,377.0,1
02/2018,383.01,2
02/2018,1159.0,1
02/2018,216.02,1
02/2018,1058.01,1
02/2018,158.02,1
02/2018,155.01,1
02/2018,13.0,1
02/2018,170.16,2
02/2018,19.03,1
02/2018,33.01,1
02/2018,355.0,1
02/2018,307.0,1
02/2018,40.02,1
02/2018,804.0,1
02/2018,136.03,1
02/2018,53.01,1
01/2018,340.0,2
01/2018,199.0,8
01/2018,713.06,1
01/2018,287.0,8
01/2018,129.01,8
01/2018,186.0,4
01/2018,361.0,3
01/2018,458.0,3
01/2018,2.0,1
01/2018,225.0,4
01/2018,353.01,2
01/2018,12.0,2
01/2018,997.05,3
01/2018,219.0,4
01/2018,966.0,2
01/2018,326.0,8
01/2018,101.0,4
01/2018,1459.0,1
01/2018,508.0,1
01/2018,226.02,2
01/2018,283.0,15
01/2018,628.0,3
01/2018,435.0,5
01/2018,239.0,1
01/2018,942.02,4
01/2018,127.01,2
01/2018,190.0,4
01/2018,388.0,2
01/2018,67.0,11
01/2018,47.0,6
01/2018,954.0,3
01/2018,187.0,3
01/2018,469.01,2
01/2018,822.0,6
01/2018,1551.03,2
01/2018,894.0,2
01/2018,414.0,3
01/2018,1146.0,1
01/2018,93.0,5
01/2018,779.06,6
01/2018,678.0,1
01/2018,902.0,1
01/2018,312.0,3
01/2018,53.02,2
01/2018,235.02,8
01/2018,62.0,3
01/2018,185.0,1
01/2018,413.0,3
01/2018,210.01,2
01/2018,1467.0,2
01/2018,21.0,10
01/2018,1237.0,2
01/2018,5.01,4
01/2018,277.0,10
01/2018,274.01,1
01/2018,300.0,2
01/2018,246.0,4
01/2018,255.0,3
01/2018,317.0,1
01/2018,184.0,4
01/2018,147.01,2
01/2018,639.0,1
01/2018,59.0,6
01/2018,61.0,4
01/2018,383.01,4
01/2018,175.0,8
01/2018,233.02,2
01/2018,126.0,3
01/2018,293.02,8
01/2018,849.01,1
01/2018,93.02,2
01/2018,390.0,4
01/2018,295.0,4
01/2018,401.0,4
01/2018,63.01,3
01/2018,351.0,2
01/2018,158.01,3
01/2018,327.0,3
01/2018,415.0,4
01/2018,363.0,8
01/2018,81.0,10
01/2018,172.0,5
01/2018,349.01,2
01/2018,27.01,5
01/2018,147.0,4
01/2018,1579.01,5
01/2018,148.01,2
01/2018,263.0,4
01/2018,706.0,1
01/2018,1132.0,3
01/2018,919.0,1
01/2018,99.01,2
01/2018,580.0,1
01/2018,135.0,2
01/2018,267.02,3
01/2018,757.01,2
01/2018,888.0,1
01/2018,865.0,2
01/2018,27.0,1
01/2018,560.0,1
01/2018,122.0,2
01/2018,94.0,2
01/2018,637.0,2
01/2018,250.0,1
01/2018,866.0,1
01/2018,212.0,4
01/2018,792.0,1
01/2018,830.0,3
01/2018,277.01,2
01/2018,505.0,1
01/2018,506.0,2
01/2018,273.0,3
01/2018,405.02,2
01/2018,54.0,4
01/2018,112.02,1
01/2018,191.0,5
01/2018,132.03,3
01/2018,547.0,2
01/2018,318.0,3
01/2018,183.0,4
01/2018,199.02,2
01/2018,910.0,13
01/2018,519.0,2
01/2018,111.0,5
01/2018,421.0,2
01/2018,78.0,4
01/2018,347.0,9
01/2018,419.0,5
01/2018,46.0,4
01/2018,317.01,3
01/2018,619.0,1
01/2018,428.0,2
01/2018,221.02,3
01/2018,24.0,10
01/2018,156.01,4
01/2018,477.0,3
01/2018,277.02,4
01/2018,222.0,5
01/2018,144.02,1
01/2018,179.0,4
01/2018,32.0,7
01/2018,66.0,2
01/2018,117.0,1
01/2018,245.0,8
01/2018,249.0,4
01/2018,549.0,4
01/2018,149.0,2
01/2018,234.0,7
01/2018,181.01,5
01/2018,50.01,3
02/2018,922.0,1
02/2018,523.0,1
02/2018,439.0,1
02/2018,538.0,1
02/2018,1008.01,1
02/2018,1155.0,2
02/2018,1151.0,1
02/2018,702.01,1
02/2018,457.0,1
02/2018,253.01,1
02/2018,224.04,1
02/2018,680.0,1
02/2018,76.01,1
02/2018,102.0,1
02/2018,14.01,1
02/2018,826.0,1
02/2018,101.0,1
02/2018,65.01,1
02/2018,63.01,1
01/2018,859.0,2
01/2018,399.02,3
01/2018,1227.03,2
01/2018,113.0,3
01/2018,132.0,4
01/2018,218.0,3
01/2018,15.01,5
01/2018,429.0,1
01/2018,90.0,3
01/2018,644.0,2
01/2018,76.0,3
01/2018,49.0,4
01/2018,216.01,2
01/2018,1032.01,3
01/2018,87.0,5
01/2018,159.0,5
01/2018,564.0,2
01/2018,37.0,2
01/2018,143.0,11
01/2018,206.0,2
01/2018,816.0,1
01/2018,233.01,4
01/2018,516.01,2
01/2018,73.0,8
01/2018,1198.0,1
01/2018,1367.0,1
01/2018,1479.0,4
01/2018,16.0,3
01/2018,924.0,1
01/2018,565.0,1
01/2018,964.0,2
01/2018,261.0,7
01/2018,482.0,1
01/2018,925.0,1
01/2018,29.0,3
01/2018,59.02,6
01/2018,216.0,4
01/2018,170.07,2
01/2018,226.01,1
01/2018,1047.0,2
01/2018,664.01,2
01/2018,509.0,1
01/2018,114.02,2
01/2018,40.03,1
01/2018,443.0,2
01/2018,462.0,4
01/2018,929.0,2
01/2018,182.0,2
01/2018,679.0,2
01/2018,502.02,1
01/2018,543.0,1
01/2018,30.02,2
01/2018,248.0,4
01/2018,389.0,2
01/2018,379.0,4
01/2018,462.05,3
01/2018,800.0,2
01/2018,194.0,7
01/2018,8.0,5
01/2018,267.01,3
01/2018,554.0,1
01/2018,427.0,2
01/2018,168.0,2
01/2018,274.0,1
01/2018,495.0,1
01/2018,35.0,4
01/2018,1106.0,2
01/2018,205.02,1
01/2018,10.01,3
01/2018,387.0,4
01/2018,178.0,2
01/2018,448.0,1
01/2018,1291.03,3
01/2018,563.01,3
01/2018,207.01,1
01/2018,213.0,3
01/2018,243.02,8
01/2018,1152.0,3
01/2018,33.0,3
01/2018,1441.0,2
01/2018,301.0,5
01/2018,204.0,2
01/2018,181.0,6
01/2018,494.0,1
01/2018,1133.0,2
01/2018,284.0,1
01/2018,404.0,3
01/2018,1129.0,1
01/2018,582.0,4
01/2018,94.01,2
01/2018,243.0,6
01/2018,861.0,1
01/2018,238.02,1
01/2018,646.0,1
01/2018,462.07,6
01/2018,1017.0,3
01/2018,105.0,4
01/2018,1227.02,1
01/2018,1211.0,1
01/2018,309.03,1
01/2018,402.0,5
01/2018,962.0,1
01/2018,599.0,1
01/2018,96.02,1
01/2018,114.0,1
01/2018,520.0,2
01/2018,115.0,3
01/2018,627.0,2
01/2018,53.0,4
01/2018,739.0,2
01/2018,303.0,5
01/2018,70.0,4
01/2018,1058.04,2
01/2018,2074.0,1
01/2018,42.0,4
01/2018,837.0,2
01/2018,271.0,6
01/2018,664.02,1
01/2018,41.0,7
01/2018,748.0,2
01/2018,453.0,2
01/2018,1214.0,4
01/2018,20.02,3
01/2018,972.02,1
01/2018,23.0,3
01/2018,136.02,3
01/2018,608.0,1
01/2018,33.02,1
01/2018,394.0,1
01/2018,431.01,1
01/2018,348.0,4
01/2018,293.0,7
01/2018,694.0,1
01/2018,508.03,4
01/2018,764.0,1
01/2018,153.0,5
01/2018,848.0,1
01/2018,434.0,3
01/2018,1.01,3
01/2018,311.0,5
01/2018,257.0,4
01/2018,850.0,1
01/2018,183.02,2
01/2018,324.0,1
01/2018,69.0,8
01/2018,119.01,4
01/2018,403.02,2
01/2018,138.0,6
01/2018,357.0,1
01/2018,868.0,1
01/2018,161.0,5
01/2018,508.04,4
01/2018,772.0,1
01/2018,512.0,3
01/2018,88.0,2
01/2018,722.0,2
01/2018,173.0,4
01/2018,155.02,1
01/2018,345.0,3
01/2018,1339.0,2
01/2018,616.01,2
01/2018,1151.0,1
01/2018,208.03,1
01/2018,74.0,8
01/2018,315.0,2
01/2018,916.02,1
01/2018,1176.01,2
01/2018,77.0,10
01/2018,1483.0,2
01/2018,945.0,1
01/2018,497.0,7
01/2018,381.0,3
01/2018,258.0,1
01/2018,1257.0,2
01/2018,672.0,1
01/2018,1551.04,1
01/2018,533.0,1
01/2018,150.0,1
01/2018,319.01,1
01/2018,1098.0,2
01/2018,227.0,1
01/2018,656.0,2
01/2018,336.0,2
01/2018,91.0,6
01/2018,591.0,1
01/2018,228.01,2
01/2018,294.0,2
01/2018,56.0,3
01/2018,1033.0,3
01/2018,247.0,5
01/2018,166.0,4
01/2018,900.0,3
01/2018,376.0,2
