Date,Hour,CensusTract,NumberOfReports
07/08/2018,18,872.0,1
07/08/2018,18,386.0,1
07/08/2018,17,224.0,1
07/08/2018,17,31.0,1
07/08/2018,17,162.0,1
07/08/2018,17,30.01,1
07/08/2018,17,189.0,1
07/08/2018,17,289.0,1
07/08/2018,17,27.02,1
07/08/2018,17,241.0,1
07/08/2018,16,484.0,1
07/08/2018,16,163.0,1
07/08/2018,16,136.02,1
07/08/2018,16,230.0,1
07/08/2018,15,840.0,1
07/08/2018,14,2.02,1
07/08/2018,13,211.0,2
07/08/2018,13,90.0,1
07/08/2018,12,208.06,1
07/02/2018,12,224.0,1
07/02/2018,12,462.0,1
07/02/2018,12,224.03,1
07/02/2018,11,118.0,1
07/02/2018,11,141.0,1
07/02/2018,11,889.02,1
07/02/2018,11,188.0,1
07/02/2018,10,449.01,1
07/02/2018,10,195.0,1
07/02/2018,10,890.0,1
07/02/2018,10,34.0,1
07/02/2018,10,382.0,1
07/02/2018,10,417.0,1
07/02/2018,09,285.0,1
07/02/2018,09,624.0,1
07/02/2018,09,167.0,1
07/02/2018,07,626.0,1
06/28/2018,12,171.0,1
06/28/2018,12,291.0,1
06/28/2018,12,553.0,1
06/28/2018,11,1078.0,1
06/28/2018,10,306.0,1
06/28/2018,10,964.0,1
06/28/2018,09,519.0,1
06/28/2018,09,1208.02,1
06/28/2018,09,912.0,1
06/28/2018,09,112.0,1
06/28/2018,09,204.0,1
06/28/2018,08,501.0,1
06/28/2018,08,136.03,1
06/28/2018,07,151.02,1
06/28/2018,07,170.0,1
06/28/2018,07,222.0,1
06/28/2018,05,1152.0,1
06/28/2018,05,68.0,1
06/28/2018,00,1463.0,1
06/28/2018,00,232.0,1
06/28/2018,00,8.0,1
06/27/2018,23,569.0,1
06/27/2018,23,20.01,1
06/27/2018,23,493.02,1
06/27/2018,22,38.0,1
06/27/2018,22,212.0,1
06/27/2018,21,462.03,1
06/27/2018,21,1104.0,1
06/27/2018,21,242.0,1
06/27/2018,20,563.01,1
06/27/2018,20,189.0,1
06/27/2018,20,792.02,1
06/27/2018,19,1134.0,1
06/27/2018,19,462.03,1
06/27/2018,19,1085.0,1
06/27/2018,18,189.0,1
06/27/2018,17,408.0,1
06/27/2018,17,173.0,1
06/27/2018,17,77.0,1
06/27/2018,17,1551.03,1
06/27/2018,17,43.0,1
06/27/2018,16,513.0,1
06/27/2018,16,343.0,1
06/27/2018,15,288.01,1
06/27/2018,15,121.02,1
06/27/2018,15,1214.0,1
06/27/2018,15,195.0,1
06/27/2018,15,371.0,1
06/27/2018,15,241.0,1
06/27/2018,15,956.0,1
06/27/2018,14,122.0,1
06/27/2018,12,198.0,1
06/27/2018,12,223.01,1
06/27/2018,12,357.01,1
06/27/2018,11,61.0,1
06/27/2018,11,278.0,1
06/27/2018,11,429.0,1
06/27/2018,10,267.0,1
06/27/2018,10,394.0,1
06/27/2018,10,227.0,1
06/27/2018,10,64.0,1
06/27/2018,09,1008.04,1
06/27/2018,09,1116.0,1
06/27/2018,09,956.0,1
06/27/2018,08,263.0,1
06/27/2018,07,406.0,1
06/27/2018,07,25.0,1
06/27/2018,07,379.0,1
06/27/2018,02,174.0,1
06/27/2018,00,209.01,1
06/27/2018,00,29.02,1
06/26/2018,23,414.0,1
06/26/2018,23,1291.04,1
06/26/2018,23,462.0,1
06/26/2018,22,956.0,1
06/26/2018,21,822.0,1
06/26/2018,21,188.0,1
06/26/2018,21,910.0,1
06/26/2018,21,462.03,1
06/26/2018,20,862.0,1
06/26/2018,20,478.01,1
06/26/2018,20,270.0,1
06/26/2018,19,572.0,1
06/26/2018,19,138.0,1
06/26/2018,19,190.0,1
06/26/2018,19,188.0,1
06/26/2018,18,213.0,1
06/26/2018,18,210.0,1
06/26/2018,18,224.01,1
06/26/2018,17,63.01,2
06/26/2018,17,26.02,1
06/26/2018,16,235.02,1
06/26/2018,16,229.01,1
06/26/2018,16,434.0,1
06/26/2018,16,61.0,1
06/26/2018,16,972.06,1
06/26/2018,15,68.0,1
06/26/2018,15,728.0,1
06/26/2018,15,196.0,1
06/26/2018,14,1.0,1
07/06/2018,00,779.02,1
07/06/2018,00,273.0,1
07/05/2018,23,248.0,1
07/05/2018,23,177.02,1
07/05/2018,23,414.0,1
07/05/2018,22,86.03,1
07/05/2018,21,218.0,1
07/05/2018,21,381.0,1
07/05/2018,20,209.0,1
07/05/2018,19,171.0,1
07/05/2018,19,194.0,1
07/05/2018,19,1134.0,1
07/05/2018,18,171.0,1
07/05/2018,17,330.0,1
07/05/2018,17,417.0,1
07/05/2018,17,31.0,1
07/05/2018,13,31.0,1
07/05/2018,13,69.0,1
07/05/2018,12,406.0,1
07/05/2018,12,1014.0,1
07/05/2018,12,87.0,1
07/05/2018,12,189.0,1
07/05/2018,12,151.0,1
07/05/2018,12,336.0,1
07/05/2018,12,51.0,1
07/05/2018,12,143.0,1
07/05/2018,11,265.0,1
07/05/2018,11,26.02,1
07/05/2018,11,377.0,1
07/05/2018,10,426.0,1
07/05/2018,10,52.0,1
07/05/2018,10,20.02,1
07/05/2018,10,188.0,1
07/05/2018,10,62.02,1
07/05/2018,10,147.0,1
07/05/2018,09,83.0,1
07/05/2018,09,25.0,1
07/05/2018,09,62.0,1
07/05/2018,09,71.0,1
07/05/2018,09,31.0,1
07/05/2018,09,311.0,1
07/05/2018,08,161.0,1
07/05/2018,07,58.0,1
07/05/2018,06,790.0,1
07/05/2018,06,170.0,1
07/05/2018,05,166.0,1
07/05/2018,04,588.0,1
07/05/2018,03,245.0,1
07/05/2018,03,473.0,1
07/05/2018,02,840.0,1
07/05/2018,02,285.0,1
07/05/2018,00,144.02,1
07/05/2018,00,172.0,1
07/04/2018,23,159.0,1
07/04/2018,23,547.0,1
07/04/2018,23,195.0,1
07/04/2018,23,166.0,1
07/04/2018,23,237.0,1
07/04/2018,21,504.01,1
07/04/2018,21,289.0,1
07/04/2018,20,218.0,1
07/04/2018,19,613.01,1
07/04/2018,19,279.0,1
07/04/2018,17,175.0,1
07/04/2018,17,71.0,1
07/04/2018,16,363.0,1
07/04/2018,16,349.01,1
07/04/2018,16,928.0,1
07/04/2018,16,5.01,1
07/04/2018,16,201.02,1
07/04/2018,15,266.0,1
07/04/2018,15,343.0,1
07/04/2018,14,112.02,1
07/04/2018,14,1551.04,1
07/04/2018,14,16.0,1
07/04/2018,14,226.0,1
07/04/2018,13,806.0,1
07/04/2018,13,414.0,1
07/04/2018,12,143.0,1
07/04/2018,12,54.0,1
07/04/2018,11,25.0,1
07/04/2018,11,154.01,1
07/04/2018,10,395.0,1
07/04/2018,10,535.0,1
07/04/2018,08,15.01,1
07/04/2018,08,40.01,1
07/04/2018,03,924.0,1
07/04/2018,03,159.0,1
07/04/2018,02,279.0,1
06/26/2018,14,188.0,1
06/26/2018,14,231.0,1
06/26/2018,14,283.0,1
06/26/2018,14,2.0,1
06/26/2018,14,186.0,1
06/26/2018,14,779.04,1
06/26/2018,13,68.0,1
06/26/2018,13,140.0,1
06/26/2018,12,226.0,1
06/26/2018,12,243.0,1
06/26/2018,12,92.0,1
06/26/2018,12,814.0,1
06/26/2018,11,245.0,1
06/26/2018,11,471.0,1
06/26/2018,11,175.0,1
06/26/2018,10,368.0,1
06/26/2018,10,21.0,1
06/21/2018,16,43.0,1
06/21/2018,16,336.0,1
06/21/2018,15,59.02,1
06/21/2018,14,1176.01,1
06/21/2018,12,4.0,1
06/21/2018,12,696.02,1
06/21/2018,11,582.0,1
06/21/2018,11,168.0,1
06/21/2018,10,575.0,1
06/21/2018,10,580.0,1
06/21/2018,10,711.0,1
06/21/2018,10,916.0,1
06/21/2018,08,192.0,1
06/21/2018,07,126.01,1
06/21/2018,01,143.0,1
06/21/2018,01,572.0,1
06/21/2018,00,572.0,1
06/21/2018,00,236.0,1
06/21/2018,00,145.0,1
06/20/2018,23,582.0,1
06/20/2018,22,582.0,1
06/20/2018,22,327.0,1
06/20/2018,22,28.0,1
06/20/2018,22,129.02,1
06/20/2018,22,373.0,1
06/20/2018,22,177.02,1
06/20/2018,21,386.0,1
06/20/2018,20,167.0,1
06/20/2018,20,319.01,1
06/20/2018,20,67.0,1
06/20/2018,19,365.0,1
06/20/2018,19,35.0,1
06/20/2018,19,411.0,1
06/20/2018,19,243.02,1
06/20/2018,19,582.0,1
06/20/2018,18,65.0,1
06/20/2018,17,208.06,1
06/20/2018,17,190.0,1
06/20/2018,17,229.0,1
06/20/2018,17,319.01,1
06/20/2018,17,162.0,1
06/20/2018,16,403.03,1
06/20/2018,16,1104.0,1
06/20/2018,15,336.0,1
06/20/2018,15,1291.03,1
06/20/2018,15,606.0,1
06/20/2018,15,368.0,1
06/20/2018,15,136.03,1
06/20/2018,14,313.0,1
06/20/2018,14,250.0,1
06/20/2018,14,222.0,1
06/20/2018,14,1156.0,1
06/20/2018,14,379.0,1
06/20/2018,13,20.01,1
06/20/2018,12,13.0,1
06/20/2018,12,146.02,1
06/20/2018,12,43.0,1
06/20/2018,11,53.0,1
06/20/2018,11,521.0,1
06/20/2018,10,157.0,1
06/20/2018,10,213.0,1
06/20/2018,10,1441.0,1
06/20/2018,09,194.0,1
06/20/2018,08,157.0,1
06/20/2018,08,127.0,1
06/20/2018,07,99.01,1
06/20/2018,07,31.0,1
06/20/2018,07,64.0,1
06/20/2018,07,51.0,1
06/20/2018,06,650.0,1
06/20/2018,04,129.01,1
06/20/2018,01,14.01,1
06/20/2018,01,966.0,1
06/20/2018,00,239.0,1
06/19/2018,23,151.02,1
06/19/2018,23,100.0,1
06/19/2018,23,458.0,1
06/19/2018,23,189.0,1
06/19/2018,22,216.01,1
06/19/2018,22,211.0,1
06/19/2018,22,299.0,1
06/19/2018,21,64.0,1
06/19/2018,21,211.0,1
06/19/2018,21,225.0,1
06/19/2018,21,267.01,1
06/19/2018,21,480.0,1
06/19/2018,20,67.0,1
06/19/2018,20,990.0,1
06/19/2018,19,379.0,1
06/19/2018,19,388.0,1
06/19/2018,19,41.0,1
06/19/2018,19,356.02,1
06/19/2018,19,477.0,1
06/19/2018,19,143.0,1
06/19/2018,19,377.0,1
06/19/2018,19,152.0,1
06/19/2018,18,138.0,1
06/19/2018,17,98.0,1
06/19/2018,17,792.02,1
06/19/2018,16,1004.0,1
06/19/2018,16,251.0,1
06/30/2018,01,26.02,1
06/30/2018,01,89.0,1
06/30/2018,01,242.0,1
06/29/2018,23,549.0,1
06/29/2018,23,67.0,1
06/29/2018,22,408.0,1
06/29/2018,22,44.0,1
06/29/2018,22,148.02,1
06/29/2018,22,79.0,1
06/29/2018,21,51.0,1
06/29/2018,21,131.0,1
06/29/2018,21,166.0,1
06/29/2018,20,591.0,1
06/29/2018,20,21.0,1
06/29/2018,20,25.0,1
06/29/2018,20,406.0,1
06/29/2018,19,22.01,1
06/29/2018,19,68.0,1
06/29/2018,18,814.0,1
06/29/2018,18,147.01,1
06/29/2018,18,137.0,1
06/29/2018,17,85.0,1
06/29/2018,17,386.0,1
06/29/2018,17,818.0,1
06/29/2018,17,982.0,1
06/29/2018,16,295.0,1
06/29/2018,16,327.0,1
06/29/2018,16,15.01,1
06/29/2018,16,462.03,1
06/29/2018,15,92.0,1
06/29/2018,15,345.0,1
06/29/2018,15,143.0,1
06/29/2018,14,214.0,1
06/29/2018,14,344.0,1
06/29/2018,14,208.03,1
06/29/2018,13,33.01,1
06/29/2018,13,228.02,1
06/29/2018,13,172.0,1
06/29/2018,12,25.0,1
06/29/2018,12,97.0,1
06/29/2018,11,309.01,1
06/29/2018,11,291.02,1
06/29/2018,11,83.0,1
06/29/2018,10,20.01,1
06/29/2018,10,287.0,1
06/29/2018,10,277.0,1
06/29/2018,09,796.01,1
06/29/2018,09,916.03,1
06/29/2018,08,515.0,1
06/29/2018,08,4.0,1
06/29/2018,08,259.0,1
06/29/2018,08,25.0,1
06/29/2018,01,291.0,1
06/29/2018,00,232.0,1
06/29/2018,00,66.0,1
06/29/2018,00,383.0,1
06/28/2018,23,233.0,1
06/28/2018,23,246.0,1
06/28/2018,22,882.0,1
06/28/2018,22,243.02,1
06/28/2018,22,100.0,1
06/28/2018,21,134.0,1
06/28/2018,21,359.0,1
06/28/2018,21,1022.0,1
06/28/2018,21,592.0,1
06/28/2018,20,62.0,1
06/28/2018,20,342.0,1
06/28/2018,20,53.0,1
06/28/2018,20,195.0,1
06/28/2018,20,245.0,1
06/28/2018,20,183.02,1
06/28/2018,20,77.0,1
06/28/2018,20,186.0,1
06/28/2018,20,343.0,1
06/28/2018,19,224.0,1
06/28/2018,19,119.01,1
06/28/2018,19,216.02,1
06/28/2018,19,152.0,1
06/28/2018,19,46.0,1
06/28/2018,18,68.0,1
06/28/2018,18,982.0,1
06/28/2018,18,175.0,1
06/28/2018,18,359.0,1
06/28/2018,18,50.01,1
06/28/2018,18,880.0,1
06/28/2018,18,271.0,1
06/28/2018,18,1158.0,1
06/28/2018,18,545.0,1
06/28/2018,18,245.0,1
06/28/2018,17,215.02,1
06/28/2018,17,1257.0,1
06/28/2018,17,160.0,1
06/28/2018,16,910.0,1
06/28/2018,16,379.0,1
06/28/2018,16,149.02,1
06/28/2018,16,210.01,1
06/28/2018,16,205.01,1
06/28/2018,16,938.0,1
06/28/2018,16,1162.0,1
06/28/2018,15,6.0,1
06/28/2018,15,291.0,1
06/28/2018,15,207.0,1
06/28/2018,15,303.0,1
06/28/2018,14,75.0,1
06/28/2018,13,408.0,1
06/28/2018,13,175.0,1
06/19/2018,16,51.0,1
06/19/2018,15,38.0,1
06/19/2018,15,13.0,1
06/19/2018,15,351.0,1
06/19/2018,14,169.0,1
06/19/2018,14,285.0,1
06/19/2018,14,151.02,1
06/19/2018,13,13.0,1
06/19/2018,13,512.0,1
06/19/2018,13,382.0,1
06/19/2018,12,189.0,1
06/19/2018,12,219.0,1
06/19/2018,12,566.0,1
06/19/2018,12,947.0,1
06/19/2018,11,328.0,1
06/19/2018,11,217.0,1
06/19/2018,10,207.01,1
06/19/2018,08,106.01,1
06/19/2018,07,72.0,1
06/19/2018,07,140.0,1
06/19/2018,03,273.01,1
06/19/2018,03,40.04,1
06/19/2018,03,317.02,1
06/19/2018,02,287.0,1
06/19/2018,02,68.0,1
06/19/2018,01,109.0,1
06/19/2018,01,254.02,1
06/19/2018,00,66.0,1
06/18/2018,22,186.0,1
06/18/2018,22,1.01,1
06/18/2018,22,45.0,1
06/18/2018,21,457.0,1
06/18/2018,21,129.01,1
06/18/2018,21,519.0,1
06/18/2018,20,31.0,1
06/18/2018,20,211.0,1
06/18/2018,20,134.0,1
06/18/2018,20,169.0,1
06/18/2018,20,317.0,1
06/18/2018,20,1159.0,1
06/18/2018,18,338.0,1
06/18/2018,18,151.01,1
06/18/2018,18,307.0,1
06/18/2018,17,31.0,2
06/18/2018,16,788.01,1
06/18/2018,16,75.0,1
06/18/2018,16,436.0,1
06/18/2018,15,353.01,1
06/18/2018,15,54.0,1
06/18/2018,14,354.0,1
06/18/2018,14,118.0,1
06/18/2018,14,108.02,1
06/18/2018,14,189.01,1
06/18/2018,12,245.0,1
06/18/2018,11,31.0,3
06/18/2018,11,43.0,1
06/18/2018,11,888.0,1
06/18/2018,10,273.0,1
06/18/2018,10,184.01,1
06/18/2018,09,106.01,1
06/18/2018,09,100.0,1
06/18/2018,08,1184.0,1
06/18/2018,08,1058.04,1
06/18/2018,07,177.01,1
06/18/2018,07,192.0,1
06/18/2018,07,1144.0,1
06/18/2018,03,224.0,1
06/17/2018,23,163.0,1
06/17/2018,23,757.01,1
06/17/2018,23,540.0,1
06/17/2018,22,170.0,1
06/17/2018,22,302.01,1
06/17/2018,21,241.0,1
06/17/2018,21,178.0,1
06/17/2018,20,28.0,1
06/17/2018,19,75.0,1
06/17/2018,19,208.05,1
06/17/2018,19,413.0,1
06/17/2018,19,13.0,1
06/17/2018,19,170.16,1
06/17/2018,18,880.0,1
06/17/2018,18,519.0,1
06/17/2018,18,172.0,1
06/17/2018,18,1146.0,1
06/17/2018,17,29.0,1
06/17/2018,17,42.0,1
06/17/2018,16,38.0,1
06/17/2018,16,462.06,1
06/17/2018,16,406.0,1
06/17/2018,16,309.01,1
06/17/2018,16,295.0,1
06/17/2018,15,75.0,1
06/17/2018,14,177.0,1
06/17/2018,14,309.0,1
06/17/2018,13,89.0,1
06/17/2018,13,213.0,1
06/17/2018,12,302.02,1
06/17/2018,12,1385.01,1
06/17/2018,12,67.0,1
06/17/2018,11,196.0,1
06/17/2018,11,437.0,1
06/17/2018,11,2.0,1
06/17/2018,11,146.06,1
06/17/2018,10,397.0,1
06/17/2018,09,236.0,1
06/17/2018,09,69.0,1
06/17/2018,09,545.0,1
06/17/2018,09,26.01,1
06/17/2018,09,485.0,1
06/17/2018,08,129.01,1
06/17/2018,06,32.0,1
06/17/2018,02,53.02,1
06/17/2018,01,189.0,1
06/17/2018,01,174.02,1
06/17/2018,00,253.0,1
06/17/2018,00,58.0,1
06/30/2018,12,1010.04,1
06/30/2018,12,945.0,1
06/30/2018,11,10.01,1
06/30/2018,11,296.0,1
06/30/2018,11,20.01,1
06/30/2018,11,26.01,1
06/30/2018,11,48.0,1
06/30/2018,11,894.0,1
06/30/2018,09,386.0,1
06/30/2018,09,277.01,1
06/30/2018,09,213.03,1
06/30/2018,09,87.0,1
06/30/2018,09,263.0,1
06/30/2018,08,929.0,1
06/30/2018,08,22.01,1
06/30/2018,08,188.0,1
06/30/2018,07,303.02,1
06/30/2018,03,183.0,1
06/30/2018,02,380.0,1
06/26/2018,10,69.0,1
06/26/2018,10,158.02,1
06/26/2018,10,462.03,1
06/26/2018,10,176.0,1
06/26/2018,10,572.0,1
06/26/2018,09,245.0,1
06/26/2018,09,84.0,1
06/26/2018,09,204.0,1
06/26/2018,09,65.02,1
06/26/2018,09,200.0,1
06/26/2018,08,840.0,1
06/26/2018,06,293.0,1
06/26/2018,06,871.0,1
06/26/2018,05,31.0,1
06/26/2018,02,218.0,1
06/26/2018,00,492.0,1
06/25/2018,22,185.01,1
06/25/2018,22,1142.02,1
06/25/2018,22,132.02,1
06/25/2018,22,444.0,1
06/25/2018,22,71.0,1
06/25/2018,21,1058.01,1
06/25/2018,21,868.0,1
06/25/2018,21,493.02,1
06/25/2018,21,342.0,1
06/25/2018,20,235.01,1
06/25/2018,20,135.01,1
06/25/2018,20,133.0,1
06/25/2018,20,234.0,1
06/25/2018,20,200.0,1
06/25/2018,20,38.0,1
06/25/2018,20,311.0,1
06/25/2018,20,919.0,1
06/25/2018,19,1227.04,1
06/25/2018,19,287.0,1
06/25/2018,19,245.0,1
06/25/2018,18,26.01,1
06/25/2018,18,559.0,1
06/25/2018,17,50.01,1
06/25/2018,16,6.0,1
06/25/2018,15,423.0,1
06/25/2018,15,196.0,1
06/25/2018,15,169.0,1
06/25/2018,14,25.0,1
06/25/2018,14,158.02,1
06/25/2018,13,83.0,1
06/25/2018,12,624.0,1
06/25/2018,12,1551.04,1
06/25/2018,11,277.02,1
06/25/2018,11,64.0,1
06/25/2018,11,542.0,1
06/25/2018,11,414.0,1
06/25/2018,11,36.01,1
06/25/2018,10,64.0,1
06/25/2018,10,241.0,1
06/25/2018,10,225.0,1
06/25/2018,10,769.01,1
06/25/2018,10,167.0,1
06/25/2018,09,192.0,3
06/25/2018,09,698.0,1
06/25/2018,09,363.0,1
06/25/2018,09,479.0,1
06/25/2018,09,502.02,1
06/25/2018,08,83.0,1
06/25/2018,08,446.0,1
06/25/2018,07,149.0,1
06/25/2018,05,172.0,1
06/25/2018,05,1175.0,1
06/25/2018,02,86.01,1
06/25/2018,00,277.01,1
06/24/2018,23,225.0,1
06/24/2018,23,136.03,1
06/24/2018,22,34.0,1
06/24/2018,22,189.0,1
06/24/2018,22,401.0,1
06/24/2018,22,65.0,1
06/24/2018,21,157.0,1
06/24/2018,21,43.0,1
06/24/2018,21,197.01,1
06/24/2018,21,645.0,1
06/24/2018,20,1200.0,1
06/24/2018,20,67.0,1
06/24/2018,20,702.01,1
06/24/2018,19,1200.0,1
06/24/2018,19,251.0,1
06/24/2018,19,87.0,1
06/24/2018,19,596.0,1
06/24/2018,19,779.05,1
06/24/2018,18,982.0,1
06/24/2018,18,149.0,1
06/24/2018,17,1220.0,1
06/24/2018,17,514.0,1
06/24/2018,17,71.0,1
06/24/2018,17,2074.0,1
06/24/2018,17,177.02,1
06/24/2018,17,406.0,1
06/24/2018,17,23.0,1
06/24/2018,16,512.0,1
06/24/2018,16,128.0,1
06/23/2018,17,173.0,1
06/23/2018,16,223.01,1
06/23/2018,16,295.0,1
06/23/2018,15,213.02,1
06/23/2018,15,452.0,1
06/23/2018,15,145.0,1
06/23/2018,15,128.0,1
06/23/2018,15,511.0,1
06/23/2018,14,79.0,1
06/23/2018,14,106.02,1
06/23/2018,14,13.0,1
06/23/2018,13,85.0,1
06/23/2018,13,157.0,1
06/23/2018,12,902.0,1
06/23/2018,12,205.01,1
06/23/2018,12,269.0,1
06/23/2018,11,245.0,1
06/23/2018,11,510.02,1
06/23/2018,10,177.0,1
06/23/2018,10,302.02,1
06/23/2018,09,245.0,3
06/23/2018,09,79.0,1
06/23/2018,08,90.0,1
06/23/2018,07,910.0,1
06/23/2018,07,363.0,1
06/23/2018,01,126.02,1
06/23/2018,01,222.0,1
06/23/2018,00,222.0,1
06/22/2018,22,664.01,1
06/22/2018,22,359.0,1
06/22/2018,21,939.0,1
06/22/2018,21,309.01,1
06/22/2018,21,511.0,1
06/22/2018,20,44.0,1
06/22/2018,19,285.0,1
06/22/2018,19,37.0,1
06/22/2018,19,16.0,1
06/22/2018,19,246.0,1
06/22/2018,18,243.01,1
06/22/2018,18,195.0,1
06/22/2018,18,912.0,1
06/22/2018,17,642.0,1
06/22/2018,17,20.02,1
06/22/2018,15,153.01,1
06/22/2018,15,212.0,1
06/22/2018,14,181.0,1
06/22/2018,14,127.0,1
06/22/2018,14,417.0,1
06/22/2018,14,981.0,1
06/22/2018,13,341.0,1
06/22/2018,12,230.0,1
06/22/2018,12,277.01,1
06/22/2018,12,512.0,1
06/22/2018,11,196.0,1
06/22/2018,11,171.0,1
06/22/2018,11,15.01,1
06/22/2018,11,1409.01,1
06/22/2018,10,1168.0,1
06/22/2018,10,228.0,1
06/22/2018,10,512.0,1
06/22/2018,10,254.02,1
06/22/2018,09,50.0,1
06/22/2018,09,243.02,1
06/22/2018,09,22.02,1
06/22/2018,09,242.0,1
06/22/2018,09,279.0,1
06/22/2018,08,263.0,1
06/22/2018,08,332.02,1
06/22/2018,08,146.06,1
06/22/2018,07,42.0,1
06/22/2018,07,318.0,1
06/22/2018,05,882.0,1
06/22/2018,05,489.0,1
06/22/2018,04,431.0,1
06/22/2018,02,553.0,1
06/22/2018,00,808.0,1
06/22/2018,00,468.0,1
06/22/2018,00,189.0,1
06/21/2018,23,462.07,1
06/21/2018,23,8.0,1
06/21/2018,23,37.0,1
06/21/2018,23,242.0,1
06/21/2018,23,215.0,1
06/21/2018,23,51.0,1
06/21/2018,22,161.0,1
06/21/2018,22,938.0,1
06/21/2018,21,3.01,1
06/21/2018,21,277.0,1
06/21/2018,21,421.0,1
06/21/2018,21,219.0,1
06/21/2018,21,233.0,1
06/21/2018,20,790.0,1
06/21/2018,19,942.02,1
06/21/2018,19,493.01,1
06/21/2018,19,269.02,1
06/21/2018,19,323.0,1
06/21/2018,18,858.0,1
06/21/2018,18,185.01,1
06/21/2018,18,162.0,1
06/21/2018,17,944.01,1
06/21/2018,17,527.0,1
07/02/2018,07,138.0,1
07/02/2018,07,884.0,1
07/02/2018,06,1126.0,1
07/02/2018,06,193.0,1
07/02/2018,06,129.01,1
07/02/2018,06,868.0,1
07/02/2018,05,1367.0,1
07/02/2018,03,591.0,1
07/02/2018,02,50.02,1
07/02/2018,02,591.0,1
07/02/2018,02,296.0,1
07/02/2018,01,41.0,1
07/02/2018,00,29.01,1
07/01/2018,23,745.0,1
07/01/2018,23,241.0,1
07/01/2018,23,75.0,1
07/01/2018,23,1417.0,1
07/01/2018,22,126.02,1
07/01/2018,22,237.03,1
07/01/2018,22,462.07,1
07/01/2018,21,29.0,1
07/01/2018,21,319.0,1
07/01/2018,21,126.02,1
07/01/2018,20,69.0,1
07/01/2018,20,640.0,1
07/01/2018,19,998.02,1
07/01/2018,18,1008.04,1
07/01/2018,17,62.02,1
07/01/2018,16,263.0,1
07/01/2018,16,157.0,1
07/01/2018,15,438.0,1
07/01/2018,15,186.0,1
07/01/2018,14,230.0,1
07/01/2018,14,1579.01,1
07/01/2018,14,254.02,1
07/01/2018,14,205.01,1
07/01/2018,14,1227.04,1
07/01/2018,14,373.0,1
07/01/2018,13,462.07,1
07/01/2018,13,68.0,1
07/01/2018,13,336.0,1
07/01/2018,13,32.0,1
07/01/2018,12,273.0,1
07/01/2018,12,1104.0,1
07/01/2018,11,6.0,1
07/01/2018,10,991.0,1
07/01/2018,10,197.0,1
07/01/2018,10,148.02,1
07/01/2018,09,361.0,1
07/01/2018,09,224.01,1
07/01/2018,07,407.02,1
07/01/2018,07,79.0,1
07/01/2018,07,171.0,1
07/01/2018,06,379.0,1
07/01/2018,02,283.0,1
07/01/2018,01,900.0,1
07/01/2018,01,129.01,1
07/01/2018,00,437.0,1
07/01/2018,00,379.0,1
07/01/2018,00,421.0,1
06/30/2018,23,552.0,1
06/30/2018,23,92.0,1
06/30/2018,23,64.0,1
06/30/2018,23,221.02,1
06/30/2018,22,297.0,1
06/30/2018,22,1122.0,1
06/30/2018,22,159.0,1
06/30/2018,21,219.0,1
06/30/2018,20,1104.0,1
06/30/2018,20,347.0,1
06/30/2018,19,305.0,1
06/30/2018,19,111.0,1
06/30/2018,19,87.0,1
06/30/2018,19,287.0,1
06/30/2018,17,779.04,1
06/30/2018,17,335.0,1
06/30/2018,17,222.0,1
06/30/2018,17,1118.0,1
06/30/2018,16,164.0,1
06/30/2018,15,99.01,1
06/30/2018,15,7.0,1
06/30/2018,15,241.0,1
06/30/2018,15,90.0,1
06/30/2018,14,916.03,1
06/30/2018,14,925.0,1
06/30/2018,13,1160.0,1
06/30/2018,13,149.0,1
06/30/2018,12,212.0,1
06/30/2018,12,25.0,1
06/30/2018,12,310.0,1
06/30/2018,12,81.0,1
06/21/2018,17,213.03,1
06/17/2018,00,91.0,1
06/16/2018,21,152.0,1
06/16/2018,19,1227.04,1
06/16/2018,19,225.0,1
06/16/2018,19,62.0,1
06/16/2018,19,47.0,1
06/16/2018,18,142.0,1
06/16/2018,17,212.0,1
06/16/2018,17,1120.0,1
06/16/2018,17,37.0,1
06/16/2018,17,45.0,1
06/16/2018,17,222.0,1
06/16/2018,16,206.0,1
06/16/2018,15,285.0,1
06/16/2018,14,25.0,1
06/16/2018,14,277.05,1
06/16/2018,14,332.02,1
06/14/2018,05,244.01,1
06/14/2018,02,299.0,1
06/14/2018,02,283.0,1
06/14/2018,00,682.0,1
06/14/2018,00,170.0,1
06/14/2018,00,34.0,1
06/13/2018,23,232.0,1
06/13/2018,22,68.0,1
06/13/2018,22,257.0,1
06/13/2018,22,682.0,1
06/13/2018,21,302.02,1
06/13/2018,20,249.0,1
06/13/2018,20,892.0,1
06/13/2018,19,595.01,1
06/13/2018,19,62.0,1
06/13/2018,17,151.01,1
06/13/2018,17,409.0,1
06/13/2018,17,690.0,1
06/13/2018,16,1118.0,1
06/13/2018,16,245.0,1
06/13/2018,15,208.03,1
06/13/2018,15,892.0,1
06/13/2018,14,302.02,1
06/13/2018,14,51.0,1
06/13/2018,14,146.02,1
06/13/2018,13,136.02,1
06/13/2018,13,194.0,1
06/13/2018,13,216.01,1
06/13/2018,12,462.06,1
06/13/2018,12,133.0,1
06/13/2018,11,1291.03,1
06/13/2018,11,127.01,1
06/13/2018,10,21.0,1
06/13/2018,10,31.0,1
06/13/2018,10,283.0,1
