Date,Hour,CensusTract,NumberOfReports
10/14/2018,18,131.0,1
10/14/2018,18,162.0,1
10/14/2018,18,1018.0,1
10/14/2018,18,594.02,1
10/14/2018,17,449.01,1
10/14/2018,17,305.0,1
10/14/2018,17,145.0,1
10/14/2018,17,664.02,1
10/14/2018,17,76.0,1
10/14/2018,17,177.0,1
10/14/2018,17,161.0,1
10/14/2018,17,43.0,1
10/14/2018,16,118.0,1
10/14/2018,16,389.0,1
10/14/2018,15,157.0,1
10/13/2018,11,85.0,1
10/13/2018,10,929.0,1
10/13/2018,10,808.0,1
10/13/2018,10,190.0,1
10/13/2018,10,713.05,1
10/13/2018,10,81.0,1
10/13/2018,09,109.0,1
10/13/2018,09,399.01,1
10/13/2018,09,920.0,1
10/13/2018,09,195.0,1
10/13/2018,09,284.0,1
10/13/2018,08,779.05,1
10/13/2018,08,860.0,1
10/13/2018,07,303.0,1
10/13/2018,07,273.02,1
10/13/2018,07,227.0,1
10/13/2018,06,153.0,1
10/13/2018,05,215.0,1
10/13/2018,04,205.01,1
10/13/2018,02,42.0,1
10/13/2018,01,309.02,1
10/13/2018,01,174.01,1
10/13/2018,01,68.0,1
10/13/2018,01,189.0,1
10/13/2018,00,63.0,1
10/12/2018,23,496.0,1
10/12/2018,23,379.0,1
10/12/2018,23,237.0,1
10/12/2018,22,163.0,1
10/12/2018,22,342.0,1
10/12/2018,22,399.0,1
10/12/2018,22,311.0,1
10/12/2018,22,1104.0,1
10/12/2018,22,770.0,1
10/12/2018,21,1010.0,1
10/12/2018,21,164.0,1
10/12/2018,20,127.0,1
10/12/2018,20,226.0,1
10/12/2018,19,143.0,1
10/12/2018,19,156.03,1
10/12/2018,19,1132.0,1
10/12/2018,19,1156.0,1
10/12/2018,19,982.0,1
10/12/2018,19,194.0,1
10/12/2018,19,383.0,1
10/12/2018,18,1241.0,1
10/12/2018,18,232.0,1
10/12/2018,18,1104.0,1
10/12/2018,17,180.0,1
10/12/2018,17,254.02,1
10/12/2018,17,1172.02,1
10/12/2018,17,81.0,1
10/12/2018,17,1126.0,1
10/12/2018,17,1237.0,1
10/12/2018,16,169.0,1
10/12/2018,16,55.01,1
10/12/2018,15,174.02,1
10/12/2018,15,697.02,1
10/12/2018,15,66.0,1
10/12/2018,15,137.0,1
10/12/2018,15,197.01,1
10/12/2018,14,870.0,1
10/12/2018,14,224.0,1
10/12/2018,13,284.0,1
10/12/2018,13,571.0,1
10/12/2018,13,379.0,1
10/12/2018,13,56.0,1
10/12/2018,12,339.0,1
10/12/2018,12,200.0,1
10/12/2018,11,162.0,1
10/12/2018,11,151.01,1
10/12/2018,10,208.0,1
10/12/2018,10,217.0,1
10/12/2018,10,147.01,1
10/12/2018,09,47.0,1
10/12/2018,09,363.0,1
10/12/2018,09,195.0,1
10/12/2018,09,335.0,1
10/12/2018,09,910.0,1
10/12/2018,09,560.0,1
10/12/2018,08,225.0,1
10/12/2018,08,809.0,1
10/12/2018,07,75.0,1
10/12/2018,07,243.02,1
10/12/2018,06,850.0,1
10/12/2018,04,512.0,1
10/12/2018,02,380.0,1
10/12/2018,02,850.0,1
10/12/2018,01,433.0,1
10/11/2018,23,816.0,1
10/11/2018,22,383.01,1
10/11/2018,21,39.0,1
10/11/2018,21,119.0,1
10/11/2018,21,63.0,1
10/11/2018,21,393.0,1
10/11/2018,20,39.0,1
10/11/2018,20,6.0,1
10/11/2018,20,87.0,1
10/11/2018,20,1214.0,1
10/11/2018,20,195.0,1
10/11/2018,20,762.0,1
10/11/2018,19,134.0,1
10/17/2018,07,46.0,1
10/17/2018,06,127.01,1
10/17/2018,01,169.0,1
10/17/2018,00,246.0,1
10/17/2018,00,43.0,1
10/17/2018,00,283.0,1
10/16/2018,23,336.0,1
10/16/2018,23,330.0,1
10/16/2018,23,1012.0,1
10/16/2018,22,110.0,1
10/16/2018,22,253.01,1
10/16/2018,22,896.0,1
10/16/2018,21,73.0,1
10/16/2018,21,612.0,1
10/16/2018,20,127.0,1
10/16/2018,20,93.01,1
10/16/2018,20,337.0,1
10/16/2018,19,378.0,1
10/16/2018,19,340.0,1
10/16/2018,19,175.0,1
10/16/2018,19,159.0,1
10/16/2018,19,42.0,1
10/16/2018,18,748.0,1
10/16/2018,18,610.03,1
10/16/2018,18,214.0,1
10/16/2018,18,65.01,1
10/16/2018,18,441.0,1
10/16/2018,18,363.0,1
10/16/2018,17,39.0,1
10/16/2018,17,277.0,1
10/16/2018,17,288.02,1
10/16/2018,17,462.03,1
10/16/2018,17,185.02,1
10/16/2018,17,382.0,1
10/16/2018,17,462.02,1
10/16/2018,17,262.0,1
10/16/2018,16,150.0,1
10/16/2018,16,293.0,1
10/16/2018,16,395.0,1
10/16/2018,16,143.0,1
10/16/2018,16,612.0,1
10/16/2018,16,55.02,1
10/16/2018,16,235.0,1
10/16/2018,15,69.0,1
10/16/2018,15,63.0,1
10/16/2018,15,371.0,1
10/16/2018,15,1579.01,1
10/16/2018,15,626.0,1
10/16/2018,15,231.0,1
10/16/2018,15,81.0,1
10/16/2018,15,429.0,1
10/16/2018,15,213.02,1
10/16/2018,14,7.01,1
10/16/2018,14,162.0,1
10/16/2018,14,664.03,1
10/16/2018,14,244.01,1
10/16/2018,14,960.0,1
10/16/2018,14,151.02,1
10/16/2018,13,24.0,1
10/16/2018,13,868.0,1
10/16/2018,13,1208.02,1
10/16/2018,13,525.0,1
10/16/2018,12,211.0,1
10/16/2018,12,383.01,1
10/16/2018,12,149.0,1
10/16/2018,12,251.0,1
10/16/2018,12,539.02,1
10/16/2018,12,373.0,1
10/16/2018,12,173.0,1
10/16/2018,12,417.0,1
10/16/2018,11,421.0,1
10/16/2018,11,277.0,1
10/16/2018,11,118.0,1
10/16/2018,11,441.0,1
10/16/2018,10,328.0,1
10/16/2018,10,222.0,1
10/16/2018,10,409.0,1
10/16/2018,10,96.0,1
10/16/2018,09,146.02,1
10/16/2018,09,205.01,1
10/16/2018,09,1192.0,1
10/16/2018,09,389.0,1
10/16/2018,08,68.0,1
10/16/2018,08,45.0,1
10/16/2018,08,440.0,1
10/16/2018,08,234.0,1
10/16/2018,08,1167.0,1
10/16/2018,08,865.0,1
10/16/2018,05,196.0,1
10/16/2018,05,43.0,1
10/16/2018,03,988.0,1
10/16/2018,02,538.0,1
10/16/2018,01,822.0,1
10/16/2018,00,226.0,1
10/16/2018,00,400.0,1
10/16/2018,00,279.0,1
10/15/2018,23,327.0,1
10/15/2018,22,319.02,1
10/15/2018,22,254.02,1
10/15/2018,21,868.0,1
10/15/2018,21,158.01,1
10/15/2018,21,1047.0,1
10/15/2018,21,302.01,1
10/15/2018,20,437.0,1
10/15/2018,20,273.0,1
10/15/2018,20,157.0,1
10/11/2018,19,2.02,1
10/11/2018,19,900.0,1
10/11/2018,19,85.0,1
10/11/2018,19,392.0,1
10/11/2018,19,144.02,1
10/11/2018,19,1032.01,1
10/11/2018,19,76.0,1
10/11/2018,18,1156.0,1
10/11/2018,18,656.0,1
10/11/2018,18,23.0,1
10/11/2018,18,371.0,1
10/11/2018,18,456.0,1
10/11/2018,18,525.0,1
10/11/2018,18,230.0,1
10/11/2018,18,429.0,1
10/11/2018,18,67.0,1
10/11/2018,17,211.0,1
10/10/2018,21,1118.0,1
10/10/2018,21,389.0,1
10/10/2018,20,205.01,1
10/10/2018,20,820.0,1
10/10/2018,20,23.0,1
10/10/2018,19,257.0,1
10/10/2018,19,1004.0,1
10/10/2018,19,469.01,1
10/10/2018,18,425.0,1
10/10/2018,18,70.0,1
10/10/2018,18,67.0,1
10/10/2018,18,173.0,1
10/10/2018,17,94.0,1
10/10/2018,17,133.0,1
10/10/2018,17,206.0,1
10/10/2018,17,148.01,1
10/10/2018,17,382.0,1
10/10/2018,17,277.0,1
10/10/2018,17,181.01,1
10/10/2018,17,162.0,1
10/10/2018,17,175.0,1
10/10/2018,16,33.01,1
10/10/2018,16,25.0,1
10/10/2018,16,37.0,1
10/10/2018,16,865.0,1
10/10/2018,16,265.0,1
10/10/2018,16,405.01,1
10/10/2018,16,168.0,1
10/10/2018,15,1214.0,1
10/10/2018,15,133.02,1
10/10/2018,14,349.02,1
10/10/2018,13,189.0,1
10/10/2018,13,1144.0,1
10/10/2018,13,1579.03,1
10/10/2018,13,97.0,1
10/10/2018,13,151.01,1
10/10/2018,13,513.0,1
10/10/2018,12,209.0,1
10/10/2018,12,309.02,1
10/10/2018,12,180.0,1
10/10/2018,12,83.0,1
10/10/2018,12,152.0,1
10/10/2018,12,436.0,1
10/10/2018,12,420.0,1
10/10/2018,11,196.0,1
10/10/2018,11,790.02,1
10/10/2018,11,496.0,1
10/10/2018,10,173.0,1
10/10/2018,10,373.0,1
10/10/2018,10,129.02,1
10/10/2018,09,229.0,1
10/10/2018,09,147.0,1
10/10/2018,09,200.0,1
10/10/2018,09,950.0,1
10/10/2018,09,31.0,1
10/10/2018,09,462.09,1
10/10/2018,08,417.0,1
10/10/2018,08,233.0,1
10/10/2018,08,189.0,1
10/10/2018,08,1097.0,1
10/10/2018,08,347.0,1
10/10/2018,07,261.0,1
10/10/2018,07,183.02,1
10/10/2018,07,28.0,1
10/10/2018,07,38.0,1
10/10/2018,06,172.0,1
10/10/2018,06,75.0,1
10/10/2018,05,91.0,1
10/10/2018,05,235.0,1
10/10/2018,03,1210.0,1
10/10/2018,02,71.0,1
10/10/2018,00,58.0,1
10/10/2018,00,1028.01,1
10/09/2018,23,491.0,1
10/09/2018,22,779.07,1
10/09/2018,22,41.0,1
10/09/2018,22,169.0,1
10/09/2018,22,263.0,1
10/09/2018,22,892.0,1
10/09/2018,22,408.0,1
10/09/2018,21,311.0,1
10/09/2018,21,181.01,1
10/09/2018,21,942.03,1
10/09/2018,21,41.0,1
10/09/2018,20,18.0,1
10/09/2018,20,247.0,1
10/09/2018,20,348.0,1
10/09/2018,19,146.02,1
10/09/2018,19,383.01,1
10/09/2018,19,1522.0,1
10/09/2018,19,174.01,1
10/09/2018,19,10.01,1
10/09/2018,19,265.0,1
10/09/2018,19,225.0,1
10/09/2018,18,313.0,1
10/09/2018,18,189.0,1
10/09/2018,18,71.0,1
10/09/2018,18,245.0,1
10/09/2018,18,98.0,1
10/09/2018,18,90.0,1
10/09/2018,17,311.0,1
10/19/2018,22,419.0,1
10/19/2018,22,594.02,1
10/19/2018,22,89.0,1
10/19/2018,22,38.0,1
10/19/2018,22,301.0,1
10/19/2018,21,51.0,1
10/19/2018,21,1507.02,1
10/19/2018,20,245.0,1
10/19/2018,19,279.0,1
10/19/2018,19,74.0,1
10/19/2018,19,77.0,1
10/19/2018,19,1012.0,1
10/19/2018,19,42.0,1
10/19/2018,19,86.0,1
10/19/2018,19,205.01,1
10/19/2018,18,371.0,1
10/19/2018,18,908.0,1
10/19/2018,18,100.0,1
10/19/2018,18,1116.0,1
10/19/2018,18,1028.01,1
10/19/2018,18,25.0,1
10/19/2018,18,130.0,1
10/19/2018,18,868.0,1
10/19/2018,17,391.0,1
10/19/2018,17,245.01,1
10/19/2018,17,900.0,1
10/19/2018,17,518.0,1
10/19/2018,17,90.0,1
10/19/2018,17,878.0,1
10/19/2018,16,119.0,1
10/19/2018,16,229.0,1
10/19/2018,16,889.02,1
10/19/2018,16,43.0,1
10/19/2018,15,790.02,1
10/19/2018,15,81.0,1
10/19/2018,15,291.0,1
10/19/2018,15,213.03,1
10/19/2018,15,399.01,1
10/19/2018,15,173.0,1
10/19/2018,14,226.0,1
10/19/2018,14,385.0,1
10/19/2018,14,462.08,1
10/19/2018,14,404.0,1
10/19/2018,14,181.0,1
10/19/2018,14,50.0,1
10/19/2018,13,1621.0,1
10/19/2018,13,497.0,1
10/19/2018,13,664.02,1
10/19/2018,12,111.0,1
10/19/2018,12,429.0,1
10/19/2018,12,54.0,1
10/19/2018,11,218.0,1
10/19/2018,11,122.0,1
10/19/2018,11,347.0,1
10/19/2018,11,29.02,1
10/19/2018,11,942.02,1
10/19/2018,11,429.0,1
10/19/2018,10,900.0,1
10/19/2018,10,575.0,1
10/19/2018,10,157.0,1
10/19/2018,10,229.02,1
10/19/2018,10,128.04,1
10/19/2018,09,865.0,1
10/19/2018,09,1579.02,1
10/19/2018,09,367.0,1
10/19/2018,08,386.0,1
10/19/2018,07,170.09,1
10/19/2018,01,1126.0,1
10/19/2018,01,383.0,1
10/19/2018,00,363.0,1
10/18/2018,23,371.0,1
10/18/2018,23,74.0,2
10/18/2018,23,185.02,1
10/18/2018,23,230.0,1
10/18/2018,23,31.02,1
10/18/2018,22,26.02,1
10/18/2018,21,245.0,1
10/18/2018,21,295.0,1
10/18/2018,21,241.0,1
10/18/2018,20,179.0,1
10/18/2018,20,25.0,1
10/17/2018,12,267.01,1
10/17/2018,12,942.02,1
10/17/2018,11,1579.01,1
10/17/2018,11,22.02,1
10/17/2018,11,462.08,1
10/17/2018,11,414.0,1
10/17/2018,11,193.0,1
10/17/2018,11,71.0,1
10/17/2018,11,166.0,1
10/17/2018,11,143.0,1
10/17/2018,10,91.0,1
10/17/2018,10,393.0,1
10/17/2018,10,910.0,1
10/17/2018,10,462.03,1
10/17/2018,09,34.0,1
10/17/2018,09,235.02,1
10/17/2018,09,24.0,1
10/17/2018,09,391.0,1
10/17/2018,09,462.0,1
10/14/2018,15,148.01,1
10/14/2018,15,172.0,1
10/14/2018,15,354.0,1
10/14/2018,14,656.0,1
10/14/2018,14,91.0,1
10/14/2018,14,159.0,1
10/14/2018,14,429.0,1
10/14/2018,13,205.01,1
10/14/2018,13,295.0,1
10/14/2018,13,363.0,1
10/14/2018,13,324.0,1
10/14/2018,13,215.02,1
10/14/2018,12,254.02,1
10/14/2018,12,583.0,1
10/14/2018,12,18.0,1
10/14/2018,11,458.0,1
10/14/2018,11,399.01,1
10/14/2018,11,140.0,1
10/14/2018,11,162.0,1
10/14/2018,11,700.0,1
10/14/2018,11,199.0,1
10/14/2018,11,20.01,1
10/14/2018,11,91.0,1
10/14/2018,10,51.0,1
10/14/2018,10,8.0,1
10/14/2018,10,435.0,1
10/14/2018,10,108.01,1
10/14/2018,10,175.0,1
10/14/2018,10,383.01,1
10/14/2018,10,1451.02,1
10/14/2018,09,431.0,1
10/14/2018,09,81.0,1
10/14/2018,09,146.05,1
10/14/2018,09,348.0,1
10/14/2018,08,76.0,1
10/14/2018,07,832.0,1
10/14/2018,07,1247.0,1
10/14/2018,03,40.04,1
10/14/2018,03,292.0,1
10/14/2018,02,409.0,1
10/14/2018,02,207.02,1
10/14/2018,02,435.0,1
10/14/2018,00,100.0,1
10/14/2018,00,760.0,1
10/14/2018,00,91.0,1
10/14/2018,00,394.0,1
10/14/2018,00,358.0,1
10/13/2018,23,1174.0,1
10/13/2018,22,28.0,1
10/13/2018,22,153.0,1
10/13/2018,21,230.0,1
10/13/2018,21,91.0,1
10/13/2018,21,234.0,1
10/13/2018,21,794.0,1
10/13/2018,21,23.0,1
10/13/2018,21,184.01,1
10/13/2018,20,43.0,1
10/13/2018,20,152.0,1
10/13/2018,20,462.09,1
10/13/2018,20,434.0,1
10/13/2018,19,417.0,1
10/13/2018,19,1104.0,1
10/13/2018,19,15.01,1
10/13/2018,19,256.0,1
10/13/2018,19,216.0,1
10/13/2018,18,81.0,1
10/13/2018,17,515.0,1
10/13/2018,17,42.0,1
10/13/2018,17,1058.04,1
10/13/2018,17,20.02,1
10/13/2018,16,51.0,1
10/13/2018,16,40.03,1
10/13/2018,16,1156.0,1
10/13/2018,15,148.02,1
10/13/2018,15,401.0,1
10/13/2018,13,216.01,1
10/13/2018,13,177.01,1
10/13/2018,12,143.0,1
10/13/2018,12,265.0,1
10/13/2018,12,942.02,1
10/13/2018,12,1134.0,1
10/13/2018,12,98.0,1
10/13/2018,11,417.0,1
10/13/2018,11,121.01,1
10/13/2018,11,407.02,1
10/13/2018,11,114.02,1
10/09/2018,17,291.02,1
10/09/2018,17,900.0,1
10/09/2018,17,150.0,1
10/09/2018,17,129.01,1
10/09/2018,16,152.0,1
10/09/2018,16,1237.0,1
10/09/2018,16,874.01,1
10/09/2018,16,237.0,1
10/09/2018,15,42.0,1
10/09/2018,15,336.0,1
10/09/2018,15,243.02,1
10/09/2018,14,78.0,1
10/09/2018,14,874.01,1
10/09/2018,14,429.0,1
10/09/2018,13,227.0,1
10/09/2018,13,363.0,1
10/09/2018,12,61.0,1
10/06/2018,13,194.0,1
10/06/2018,13,287.0,1
10/06/2018,12,283.0,1
10/06/2018,12,1032.02,1
10/06/2018,12,154.01,1
10/06/2018,12,164.0,1
10/06/2018,12,192.0,1
10/06/2018,11,241.0,1
10/06/2018,11,516.01,1
10/06/2018,11,194.0,1
10/06/2018,10,297.0,1
10/06/2018,10,172.0,1
10/06/2018,10,1098.0,1
10/06/2018,09,133.0,1
10/06/2018,09,45.0,1
10/06/2018,09,87.0,1
10/06/2018,09,404.0,1
10/06/2018,08,486.0,1
10/06/2018,07,58.0,1
10/06/2018,06,163.0,1
10/06/2018,05,98.0,1
10/06/2018,05,1047.0,1
10/06/2018,02,390.0,1
10/06/2018,01,33.02,1
10/06/2018,01,552.0,1
10/06/2018,01,146.02,1
10/06/2018,01,121.01,1
10/06/2018,00,162.0,1
10/06/2018,00,9.0,1
10/06/2018,00,111.0,1
10/06/2018,00,944.01,1
10/05/2018,23,172.0,1
10/05/2018,23,910.0,1
10/05/2018,23,890.0,1
10/05/2018,22,434.0,1
10/05/2018,22,277.0,1
10/05/2018,22,189.0,1
10/05/2018,22,417.0,1
10/05/2018,21,265.0,1
10/05/2018,20,41.0,1
10/05/2018,20,163.0,1
10/05/2018,20,523.0,1
10/05/2018,19,34.0,1
10/05/2018,19,97.0,1
10/05/2018,19,47.0,1
10/05/2018,19,325.0,1
10/05/2018,19,200.0,1
10/05/2018,19,115.02,1
10/05/2018,19,25.0,1
10/05/2018,19,274.01,1
10/05/2018,19,637.0,1
10/05/2018,18,166.0,1
10/05/2018,18,910.0,1
10/05/2018,18,697.01,1
10/05/2018,18,27.01,1
10/05/2018,18,950.0,1
10/05/2018,18,779.06,1
10/05/2018,18,180.0,1
10/05/2018,17,420.0,1
10/05/2018,17,285.0,1
10/05/2018,17,846.0,1
10/05/2018,17,157.0,1
10/05/2018,16,243.02,1
10/05/2018,16,339.0,1
10/05/2018,16,74.0,1
10/05/2018,16,277.0,1
10/05/2018,16,513.0,1
10/05/2018,16,299.0,1
10/05/2018,16,1237.0,1
10/05/2018,16,934.01,1
10/05/2018,16,202.0,1
10/05/2018,16,527.0,1
10/05/2018,15,449.01,1
10/05/2018,15,9.0,1
10/05/2018,14,347.0,1
10/05/2018,13,112.02,1
10/05/2018,13,572.0,1
10/05/2018,13,215.0,1
10/05/2018,13,291.04,1
10/05/2018,12,375.0,1
10/05/2018,12,175.0,1
10/05/2018,12,549.0,1
10/05/2018,11,381.0,1
10/05/2018,11,638.0,1
10/05/2018,11,197.0,1
10/05/2018,10,32.0,1
10/05/2018,10,245.02,1
10/05/2018,09,1004.0,1
10/05/2018,09,1200.0,1
10/05/2018,09,1097.0,1
10/05/2018,09,241.0,1
10/05/2018,08,87.0,1
10/05/2018,08,247.0,1
10/05/2018,08,1104.0,1
10/05/2018,07,348.0,1
10/05/2018,05,393.0,1
10/05/2018,05,493.02,1
10/05/2018,04,101.0,1
10/05/2018,03,1208.02,1
10/05/2018,03,745.0,1
10/05/2018,03,235.02,1
10/18/2018,04,152.0,1
10/18/2018,03,145.0,1
10/18/2018,03,43.0,1
10/18/2018,02,182.0,1
10/18/2018,01,240.0,1
10/18/2018,01,53.0,1
10/18/2018,00,185.01,2
10/18/2018,00,462.08,1
10/18/2018,00,217.0,1
10/17/2018,23,98.0,1
10/17/2018,22,164.0,1
10/17/2018,22,98.0,1
10/17/2018,21,143.0,1
10/17/2018,21,29.01,1
10/17/2018,21,832.0,1
10/17/2018,21,511.0,1
10/17/2018,20,1214.0,1
10/17/2018,20,1155.0,1
10/17/2018,19,942.03,1
10/17/2018,19,195.0,1
10/17/2018,19,892.01,1
10/17/2018,18,932.0,1
10/17/2018,18,177.01,1
10/17/2018,18,87.0,1
10/17/2018,18,1104.0,1
10/17/2018,18,151.02,1
10/17/2018,18,393.0,1
10/17/2018,18,76.0,1
10/17/2018,18,1367.0,1
10/17/2018,18,81.0,1
10/17/2018,17,998.02,1
10/17/2018,17,435.0,1
10/17/2018,17,409.0,1
10/17/2018,17,283.0,1
10/17/2018,17,912.0,1
10/17/2018,17,313.0,1
10/17/2018,16,170.0,1
10/17/2018,16,38.0,1
10/17/2018,16,47.0,1
10/17/2018,16,2.0,1
10/17/2018,16,120.0,1
10/17/2018,16,393.0,1
10/17/2018,16,808.0,1
10/17/2018,15,62.0,1
10/17/2018,13,129.01,1
10/17/2018,13,151.02,1
10/17/2018,13,216.0,1
10/17/2018,12,225.0,1
10/17/2018,12,89.0,1
10/17/2018,12,890.0,1
10/17/2018,12,359.0,1
10/11/2018,17,138.0,1
10/11/2018,17,908.0,1
10/11/2018,17,189.0,1
10/11/2018,17,9.0,1
10/11/2018,16,170.14,1
10/11/2018,16,21.0,1
10/11/2018,16,564.0,1
10/11/2018,16,189.0,1
10/11/2018,16,266.0,1
10/11/2018,16,125.0,1
10/11/2018,15,232.0,1
10/11/2018,15,85.0,1
10/11/2018,15,26.02,1
10/11/2018,15,319.02,1
10/11/2018,14,319.02,1
10/11/2018,14,172.0,1
10/11/2018,14,112.02,1
10/11/2018,14,806.0,1
10/11/2018,14,303.01,1
10/11/2018,13,568.0,1
10/11/2018,13,54.0,1
10/11/2018,13,379.0,1
10/11/2018,13,448.0,1
10/11/2018,12,172.0,1
10/11/2018,12,493.02,1
10/11/2018,12,563.02,1
10/11/2018,11,449.01,1
10/11/2018,11,6.0,1
10/11/2018,11,156.02,1
10/11/2018,11,790.02,1
10/11/2018,10,554.0,1
10/11/2018,09,163.0,1
10/11/2018,09,6.0,1
10/11/2018,09,285.0,1
10/11/2018,09,1227.04,1
10/11/2018,08,43.0,1
10/11/2018,08,408.0,1
10/11/2018,08,1571.01,1
10/11/2018,07,295.0,1
10/11/2018,07,616.01,1
10/11/2018,07,1134.0,1
10/11/2018,06,51.0,1
10/11/2018,01,228.0,1
10/11/2018,01,506.0,1
10/11/2018,00,237.0,1
10/10/2018,23,1220.0,1
10/10/2018,22,143.0,1
10/10/2018,22,1032.02,1
10/10/2018,22,222.0,1
10/10/2018,22,173.0,1
10/10/2018,21,221.02,1
10/10/2018,21,152.0,1
10/10/2018,21,227.0,1
10/10/2018,21,351.02,1
10/05/2018,02,417.0,1
10/05/2018,02,431.0,1
10/05/2018,02,549.0,1
10/05/2018,01,32.0,1
10/05/2018,01,134.0,1
10/05/2018,00,279.0,1
10/05/2018,00,391.0,1
10/05/2018,00,277.02,1
10/04/2018,23,1150.0,1
10/04/2018,23,170.0,1
10/04/2018,23,570.0,1
10/04/2018,23,116.0,1
10/04/2018,23,437.0,1
10/04/2018,23,156.02,1
10/04/2018,22,493.02,1
10/04/2018,22,309.02,1
10/04/2018,22,64.0,1
10/04/2018,11,168.0,1
10/04/2018,11,169.0,1
10/04/2018,10,37.0,1
10/04/2018,10,263.0,1
10/04/2018,09,404.0,1
10/04/2018,09,491.0,1
10/04/2018,09,133.0,1
10/04/2018,09,889.02,1
10/04/2018,08,239.0,1
10/04/2018,08,224.0,1
10/04/2018,08,81.0,1
10/04/2018,08,159.0,1
10/04/2018,07,458.0,1
10/04/2018,07,22.01,1
10/04/2018,07,379.0,1
10/04/2018,07,942.03,1
10/04/2018,06,174.01,1
10/04/2018,03,458.0,1
10/04/2018,01,273.0,1
10/04/2018,00,840.0,1
10/03/2018,23,189.02,1
10/03/2018,22,18.0,1
10/03/2018,22,285.0,1
10/03/2018,21,189.0,1
10/03/2018,21,18.0,1
10/03/2018,21,289.0,1
10/03/2018,21,163.0,1
10/03/2018,20,257.0,1
10/03/2018,20,189.02,1
10/03/2018,20,38.0,1
10/03/2018,20,40.03,1
10/03/2018,20,624.0,1
10/03/2018,19,296.0,1
10/03/2018,19,375.0,1
10/03/2018,18,221.02,1
10/03/2018,18,129.01,1
10/03/2018,18,498.0,1
10/03/2018,18,207.02,1
10/03/2018,18,1129.0,1
10/03/2018,17,200.0,1
10/03/2018,17,729.0,1
10/03/2018,16,91.0,1
10/03/2018,16,1118.0,1
10/03/2018,16,300.0,1
10/03/2018,16,41.0,1
10/03/2018,16,112.02,1
10/03/2018,16,49.0,1
10/03/2018,16,958.0,1
10/03/2018,16,171.0,1
10/03/2018,16,1032.02,1
10/03/2018,15,431.0,1
10/03/2018,14,143.0,1
10/03/2018,14,132.01,1
10/03/2018,14,185.02,1
10/03/2018,13,51.0,1
10/03/2018,13,407.02,1
10/03/2018,12,1220.0,1
10/03/2018,12,166.0,1
10/03/2018,12,379.0,1
10/03/2018,12,211.0,1
10/03/2018,11,87.0,1
10/03/2018,11,58.0,1
10/03/2018,11,330.0,1
10/03/2018,10,307.0,1
10/03/2018,10,219.0,1
10/03/2018,10,98.0,1
10/03/2018,10,41.0,1
10/03/2018,09,627.0,1
10/03/2018,09,291.0,1
10/03/2018,09,199.0,1
10/03/2018,08,171.0,1
10/03/2018,08,413.0,1
10/03/2018,06,253.0,1
10/03/2018,03,119.02,1
10/03/2018,02,144.0,1
10/03/2018,02,478.01,1
10/03/2018,02,910.0,1
10/03/2018,01,1156.0,1
10/02/2018,23,359.0,1
10/02/2018,23,790.02,1
10/02/2018,22,245.0,1
10/02/2018,22,177.01,1
10/02/2018,22,884.0,1
10/02/2018,21,30.01,1
10/02/2018,21,91.0,1
10/02/2018,21,219.0,1
10/02/2018,21,39.0,1
10/02/2018,21,942.02,1
10/02/2018,21,485.0,1
10/02/2018,21,820.0,1
10/02/2018,20,39.0,1
10/02/2018,20,273.0,1
10/02/2018,20,64.0,1
10/02/2018,20,201.02,1
10/02/2018,20,132.01,1
10/02/2018,20,279.0,1
10/02/2018,20,45.0,1
10/02/2018,20,387.0,1
10/02/2018,19,44.0,1
10/02/2018,19,53.0,1
10/02/2018,19,174.01,1
10/18/2018,20,191.0,1
10/18/2018,20,254.02,1
10/18/2018,19,232.0,1
10/18/2018,19,513.0,1
10/18/2018,19,428.0,1
10/18/2018,19,58.0,1
10/18/2018,19,429.0,1
10/18/2018,19,221.02,1
10/18/2018,18,167.0,1
10/18/2018,18,91.0,1
10/18/2018,18,260.0,1
10/18/2018,18,379.0,1
10/18/2018,17,62.02,1
10/18/2018,17,42.0,1
10/18/2018,17,383.0,1
10/18/2018,17,129.01,1
10/18/2018,17,188.0,1
10/18/2018,17,265.0,1
10/18/2018,17,25.0,1
10/18/2018,17,417.0,1
10/18/2018,17,194.0,1
10/18/2018,17,145.0,1
10/18/2018,17,247.0,1
10/18/2018,16,437.02,1
10/18/2018,16,357.02,1
10/18/2018,16,273.02,1
10/18/2018,15,131.0,1
10/18/2018,15,195.0,1
10/18/2018,15,142.02,1
10/18/2018,14,330.0,1
10/18/2018,14,366.0,1
10/18/2018,14,227.02,1
10/18/2018,14,371.0,1
10/18/2018,14,52.0,1
10/18/2018,13,44.0,1
10/18/2018,13,51.0,1
10/18/2018,13,72.0,1
10/18/2018,13,271.0,1
10/18/2018,12,153.02,1
10/18/2018,12,1277.0,1
10/18/2018,12,61.0,1
10/18/2018,11,417.0,1
10/18/2018,11,143.0,1
10/18/2018,11,77.0,1
10/18/2018,11,208.0,1
10/18/2018,10,37.0,1
10/18/2018,10,208.03,1
10/18/2018,10,147.01,1
10/18/2018,09,274.02,1
10/18/2018,09,142.0,1
10/18/2018,09,374.0,1
10/18/2018,09,172.0,1
10/18/2018,09,254.0,1
10/18/2018,09,273.0,1
10/18/2018,09,403.02,1
10/18/2018,09,170.16,1
10/18/2018,08,173.0,1
10/18/2018,08,655.01,1
10/18/2018,08,269.0,1
